Gene stable ID	HGNC symbol	Gene name	NCBI gene ID
ENSG00000269335	IKBKG	IKBKG	8517
ENSG00000267673	FDX2	FDX2	112812
ENSG00000164736	SOX17	SOX17	64321
ENSG00000116096	SPR	SPR	6697
ENSG00000153250	RBMS1	RBMS1	5937
ENSG00000230337		AL109811.2	105376736
ENSG00000160994	CCDC105	CCDC105	126402
ENSG00000115486	GGCX	GGCX	2677
ENSG00000143373	ZNF687	ZNF687	57592
ENSG00000276618	RAD17	RAD17	5884
ENSG00000105143	SLC1A6	SLC1A6	6511
ENSG00000135638	EMX1	EMX1	2016
ENSG00000140553	UNC45A	UNC45A	55898
ENSG00000076662	ICAM3	ICAM3	3385
ENSG00000185290	NUPR2	NUPR2	389493
ENSG00000180182	MED14	MED14	9282
ENSG00000152953	STK32B	STK32B	55351
ENSG00000119953	SMNDC1	SMNDC1	10285
ENSG00000147140	NONO	NONO	4841
ENSG00000224156	TUBB	TUBB	203068
ENSG00000173451	THAP2	THAP2	83591
ENSG00000197891	SLC22A12	SLC22A12	116085
ENSG00000133874	RNF122	RNF122	79845
ENSG00000205634	LINC00898	LINC00898	400932
ENSG00000172081	MOB3A	MOB3A	126308
ENSG00000242339	LINC02025	LINC02025	105377192
ENSG00000213468	FIRRE	FIRRE	286467
ENSG00000273136	NBPF26	NBPF26	101060684
ENSG00000179922	ZNF784	ZNF784	147808
ENSG00000219545	UMAD1	UMAD1	729852
ENSG00000179943	FIZ1	FIZ1	84922
ENSG00000112972	HMGCS1	HMGCS1	3157
ENSG00000154655	L3MBTL4	L3MBTL4	91133
ENSG00000215262	KCNU1	KCNU1	157855
ENSG00000235307	BRD2	BRD2	6046
ENSG00000203778	FAM229B	FAM229B	619208
ENSG00000269985		AL021328.1	101927972
ENSG00000189045	ANKDD1B	ANKDD1B	728780
ENSG00000113575	PPP2CA	PPP2CA	5515
ENSG00000150594	ADRA2A	ADRA2A	150
ENSG00000145982	FARS2	FARS2	10667
ENSG00000125817	CENPB	CENPB	1059
ENSG00000148690	FRA10AC1	FRA10AC1	118924
ENSG00000274556	KIR3DL3	KIR3DL3	115653
ENSG00000177511	ST8SIA3	ST8SIA3	51046
ENSG00000152154	TMEM178A	TMEM178A	130733
ENSG00000183628	DGCR6	DGCR6	8214
ENSG00000224109	CENPVL3	CENPVL3	347549
ENSG00000144229	THSD7B	THSD7B	80731
ENSG00000215241	LINC02449	LINC02449	101927905
ENSG00000171847	FAM90A1	FAM90A1	55138
ENSG00000160214	RRP1	RRP1	8568
ENSG00000167930	FAM234A	FAM234A	83986
ENSG00000275331	ABCC6	ABCC6	368
ENSG00000275331	ABCC6	ABCC6	105369239
ENSG00000176571	CNBD1	CNBD1	168975
ENSG00000226479	TMEM185B	TMEM185B	79134
ENSG00000134249	ADAM30	ADAM30	11085
ENSG00000132256	TRIM5	TRIM5	85363
ENSG00000166046	TCP11L2	TCP11L2	255394
ENSG00000197658	SLC22A24	SLC22A24	283238
ENSG00000183615	FAM167B	FAM167B	84734
ENSG00000067606	PRKCZ	PRKCZ	5590
ENSG00000141905	NFIC	NFIC	4782
ENSG00000277215	SPANXA2-OT1	SPANXA2-OT1	619455
ENSG00000007171	NOS2	NOS2	4843
ENSG00000257859	CASC18	CASC18	101929110
ENSG00000279169	PRAMEF13	PRAMEF13	65121
ENSG00000279169	PRAMEF13	PRAMEF13	65122
ENSG00000279169	PRAMEF13	PRAMEF13	400736
ENSG00000279169	PRAMEF13	PRAMEF13	729528
ENSG00000165091	TMC1	TMC1	117531
ENSG00000146197	SCUBE3	SCUBE3	222663
ENSG00000280267	PRAMEF26	PRAMEF26	645359
ENSG00000109193	SULT1E1	SULT1E1	6783
ENSG00000235824	LINC00837	LINC00837	100507605
ENSG00000206458	PSORS1C1	PSORS1C1	170679
ENSG00000105229	PIAS4	PIAS4	51588
ENSG00000112964	GHR	GHR	2690
ENSG00000244161	FLNB-AS1	FLNB-AS1	105377105
ENSG00000165935	SMCO2	SMCO2	341346
ENSG00000100095	SEZ6L	SEZ6L	23544
ENSG00000204640	NMS	NMS	129521
ENSG00000149089	APIP	APIP	51074
ENSG00000242265	PEG10	PEG10	23089
ENSG00000169504	CLIC4	CLIC4	25932
ENSG00000229918	DOCK9-AS1	DOCK9-AS1	100874096
ENSG00000278759	TBCD	TBCD	6904
ENSG00000226936	B3GALT4	B3GALT4	8705
ENSG00000225321	LINC01427	LINC01427	101929663
ENSG00000068831	RASGRP2	RASGRP2	10235
ENSG00000143107	FNDC7	FNDC7	163479
ENSG00000165240	ATP7A	ATP7A	538
ENSG00000226784	PGAM4	PGAM4	441531
ENSG00000206463		MUC21	394263
ENSG00000164850	GPER1	GPER1	2852
ENSG00000137860	SLC28A2	SLC28A2	9153
ENSG00000204044	SLC12A5-AS1	SLC12A5-AS1	109729184
ENSG00000146909	NOM1	NOM1	64434
ENSG00000198796	ALPK2	ALPK2	115701
ENSG00000158042	MRPL17	MRPL17	63875
ENSG00000178403	NEUROG2	NEUROG2	63973
ENSG00000115233	PSMD14	PSMD14	10213
ENSG00000231257	ATAT1	ATAT1	79969
ENSG00000243958	PSMB9	PSMB9	5698
ENSG00000038382	TRIO	TRIO	7204
ENSG00000163638	ADAMTS9	ADAMTS9	56999
ENSG00000135632	SMYD5	SMYD5	10322
ENSG00000274412	KIR2DL2	KIR2DL2	3803
ENSG00000167468	GPX4	GPX4	2879
ENSG00000134313	KIDINS220	KIDINS220	57498
ENSG00000082701	GSK3B	GSK3B	2932
ENSG00000196260	SFTA2	SFTA2	389376
ENSG00000230034	PSMB8	PSMB8	5696
ENSG00000265681	RPL17	RPL17	6139
ENSG00000204120	GIGYF2	GIGYF2	26058
ENSG00000249222	ATP5L2	ATP5L2	267020
ENSG00000146722		AC211486.1	541473
ENSG00000058272	PPP1R12A	PPP1R12A	4659
ENSG00000138308	PLA2G12B	PLA2G12B	84647
ENSG00000274533	KIR2DS4	KIR2DS4	3809
ENSG00000147894	C9orf72	C9orf72	203228
ENSG00000234186	C16orf82	C16orf82	162083
ENSG00000108953	YWHAE	YWHAE	7531
ENSG00000168452	PPT2	PPT2	9374
ENSG00000105649	RAB3A	RAB3A	5864
ENSG00000167658	EEF2	EEF2	1938
ENSG00000162607	USP1	USP1	7398
ENSG00000185909	KLHDC8B	KLHDC8B	200942
ENSG00000156469	MTERF3	MTERF3	51001
ENSG00000101391	CDK5RAP1	CDK5RAP1	51654
ENSG00000204389	HSPA1A	HSPA1A	3303
ENSG00000166831	RBPMS2	RBPMS2	348093
ENSG00000003393	ALS2	ALS2	57679
ENSG00000096872	IFT74	IFT74	80173
ENSG00000222046	DCDC2B	DCDC2B	149069
ENSG00000100065	CARD10	CARD10	29775
ENSG00000072756	TRNT1	TRNT1	51095
ENSG00000145365	TIFA	TIFA	92610
ENSG00000278685	IQCA1L	IQCA1L	392843
ENSG00000198797	BRINP2	BRINP2	57795
ENSG00000196421	C20orf204	C20orf204	284739
ENSG00000242726	RPP21	RPP21	79897
ENSG00000242726	RPP21	RPP21	202658
ENSG00000070031	SCT	SCT	6343
ENSG00000254901	BORCS8	BORCS8	729991
ENSG00000075391	RASAL2	RASAL2	9462
ENSG00000169919	GUSB	GUSB	2990
ENSG00000111319	SCNN1A	SCNN1A	6337
ENSG00000117298	ECE1	ECE1	1889
ENSG00000136051	WASHC4	WASHC4	23325
ENSG00000168556	ING2	ING2	3622
ENSG00000267551		AC005264.1	100996351
ENSG00000273822	MUC4	MUC4	4585
ENSG00000230316	FEZF1-AS1	FEZF1-AS1	154860
ENSG00000263753	LINC00667	LINC00667	339290
ENSG00000180357	ZNF609	ZNF609	23060
ENSG00000231824	AKAIN1	AKAIN1	642597
ENSG00000182854	OR4F15	OR4F15	390649
ENSG00000100024	UPB1	UPB1	51733
ENSG00000122481	RWDD3	RWDD3	25950
ENSG00000226026		AC092802.1	101928118
ENSG00000124787	RPP40	RPP40	10799
ENSG00000275421	KIR2DS1	KIR2DS1	3806
ENSG00000110076	NRXN2	NRXN2	9379
ENSG00000206409	APOM	APOM	55937
ENSG00000277354	CRIM1	CRIM1	51232
ENSG00000174326	SLC16A11	SLC16A11	162515
ENSG00000155621	C9orf85	C9orf85	138241
ENSG00000147262	GPR119	GPR119	139760
ENSG00000206172	HBA1	HBA1	3039
ENSG00000185250	PPIL6	PPIL6	285755
ENSG00000275600	PIGW	PIGW	284098
ENSG00000234469	CLDN34	CLDN34	100288814
ENSG00000231135	MDC1	MDC1	9656
ENSG00000106560	GIMAP2	GIMAP2	26157
ENSG00000241648	CADM2-AS2	CADM2-AS2	100874037
ENSG00000149488	TMC2	TMC2	117532
ENSG00000133858	ZFC3H1	ZFC3H1	196441
ENSG00000275730	LILRB4	LILRB4	11006
ENSG00000177853	ZNF518A	ZNF518A	9849
ENSG00000133574	GIMAP4	GIMAP4	55303
ENSG00000141429	GALNT1	GALNT1	2589
ENSG00000273686	B2M	B2M	567
ENSG00000136167	LCP1	LCP1	3936
ENSG00000171115	GIMAP8	GIMAP8	155038
ENSG00000110619	CARS	CARS	833
ENSG00000242641	LINC00971	LINC00971	440970
ENSG00000278707	KIR3DL2	KIR3DL2	3812
ENSG00000127529	OR7C2	OR7C2	26658
ENSG00000166947	EPB42	EPB42	2038
ENSG00000101850	GPR143	GPR143	4935
ENSG00000275867	KANSL1	KANSL1	284058
ENSG00000116898	MRPS15	MRPS15	64960
ENSG00000205186	FABP9	FABP9	646480
ENSG00000228813	HLA-DQB2	HLA-DQB2	3120
ENSG00000147588	PMP2	PMP2	5375
ENSG00000269893	SNHG8	SNHG8	100093630
ENSG00000024048	UBR2	UBR2	23304
ENSG00000198218	QRICH1	QRICH1	54870
ENSG00000172432	GTPBP2	GTPBP2	54676
ENSG00000159352	PSMD4	PSMD4	5710
ENSG00000232712	KIZ-AS1	KIZ-AS1	101929591
ENSG00000264269		AC016866.1	100129878
ENSG00000149929	HIRIP3	HIRIP3	8479
ENSG00000123983	ACSL3	ACSL3	2181
ENSG00000206075	SERPINB5	SERPINB5	5268
ENSG00000274089	PRIMA1	PRIMA1	145270
ENSG00000100348	TXN2	TXN2	25828
ENSG00000275750	KIR2DL1	KIR2DL1	3802
ENSG00000147081	AKAP4	AKAP4	8852
ENSG00000142178	SIK1	SIK1	150094
ENSG00000275821	LLCFC1	LLCFC1	135927
ENSG00000174365	SNHG11	SNHG11	128439
ENSG00000129864	VCY	VCY	9084
ENSG00000204380	PKP4-AS1	PKP4-AS1	100129029
ENSG00000144283	PKP4	PKP4	8502
ENSG00000171517	LPAR3	LPAR3	23566
ENSG00000124164	VAPB	VAPB	9217
ENSG00000067182	TNFRSF1A	TNFRSF1A	7132
ENSG00000274404	GOLGA6L22	GOLGA6L22	440243
ENSG00000154864	PIEZO2	PIEZO2	63895
ENSG00000100311	PDGFB	PDGFB	5155
ENSG00000111481	COPZ1	COPZ1	22818
ENSG00000276966	HIST1H4E	HIST1H4E	8367
ENSG00000129862	VCY1B	VCY1B	353513
ENSG00000106153	CHCHD2	CHCHD2	51142
ENSG00000101323	HAO1	HAO1	54363
ENSG00000131931	THAP1	THAP1	55145
ENSG00000273802	HIST1H2BG	HIST1H2BG	8339
ENSG00000161970	RPL26	RPL26	6154
ENSG00000267414		AC120049.1	101927943
ENSG00000130764	LRRC47	LRRC47	57470
ENSG00000249481	SPATS1	SPATS1	221409
ENSG00000230262	MIRLET7DHG	MIRLET7DHG	158257
ENSG00000178233	TMEM151B	TMEM151B	441151
ENSG00000237957	CT47A5	CT47A5	728072
ENSG00000224517	HTR2A-AS1	HTR2A-AS1	100874082
ENSG00000236849	LINC01474	LINC01474	101927258
ENSG00000125810	CD93	CD93	22918
ENSG00000129625	REEP5	REEP5	7905
ENSG00000283196		AC006453.2	645166
ENSG00000283196		AC006453.2	654342
ENSG00000283196		AC006453.2	100996732
ENSG00000274948	KIR3DL1	KIR3DL1	3811
ENSG00000233261	FAM238A	FAM238A	645528
ENSG00000277421	ZNF280B	ZNF280B	140883
ENSG00000198835	GJC2	GJC2	57165
ENSG00000134077	THUMPD3	THUMPD3	25917
ENSG00000230525	LINC01799	LINC01799	101060019
ENSG00000234068	PAGE2	PAGE2	203569
ENSG00000234068	PAGE2	PAGE2	389860
ENSG00000198597	ZNF536	ZNF536	9745
ENSG00000227929	SRGAP3-AS3	SRGAP3-AS3	100288831
ENSG00000225479	PLCB1-IT1	PLCB1-IT1	100874337
ENSG00000116194	ANGPTL1	ANGPTL1	9068
ENSG00000275624	PRB3	PRB3	5544
ENSG00000125733	TRIP10	TRIP10	9322
ENSG00000147255	IGSF1	IGSF1	3547
ENSG00000161082	CELF5	CELF5	60680
ENSG00000232280	FLOT1	FLOT1	10211
ENSG00000170782	OR10A4	OR10A4	283297
ENSG00000198954	KIF1BP	KIF1BP	26128
ENSG00000234776	C11orf94	C11orf94	143678
ENSG00000116213	WRAP73	WRAP73	49856
ENSG00000222033	LINC01124	LINC01124	440925
ENSG00000100243	CYB5R3	CYB5R3	1727
ENSG00000121653	MAPK8IP1	MAPK8IP1	9479
ENSG00000178809	TRIM73	TRIM73	375593
ENSG00000102290	PCDH11X	PCDH11X	27328
ENSG00000281157	ARHGEF26-AS1	ARHGEF26-AS1	100507524
ENSG00000115977	AAK1	AAK1	22848
ENSG00000162591	MEGF6	MEGF6	1953
ENSG00000170915	PAQR8	PAQR8	85315
ENSG00000072832	CRMP1	CRMP1	1400
ENSG00000122694	GLIPR2	GLIPR2	152007
ENSG00000120952	PRAMEF2	PRAMEF2	65122
ENSG00000158864	NDUFS2	NDUFS2	4720
ENSG00000224329	LINC00297	LINC00297	100874059
ENSG00000236306		LINC01241	101929582
ENSG00000166949	SMAD3	SMAD3	4088
ENSG00000282027		AC025674.3	286177
ENSG00000205632	LINC01310	LINC01310	100128946
ENSG00000226806		AC011893.1	100507600
ENSG00000205442	IZUMO3	IZUMO3	100129669
ENSG00000235302	LY6G6D	LY6G6D	58530
ENSG00000235302	LY6G6D	LY6G6D	110599563
ENSG00000162976	PQLC3	PQLC3	130814
ENSG00000107105	ELAVL2	ELAVL2	1993
ENSG00000139194	RBP5	RBP5	83758
ENSG00000196715	VKORC1L1	VKORC1L1	154807
ENSG00000245534	RORA-AS1	RORA-AS1	101928784
ENSG00000175206	NPPA	NPPA	4878
ENSG00000160207	HSF2BP	HSF2BP	11077
ENSG00000248538		AC022784.1	101929128
ENSG00000012171	SEMA3B	SEMA3B	7869
ENSG00000130762	ARHGEF16	ARHGEF16	27237
ENSG00000133110	POSTN	POSTN	10631
ENSG00000101938	CHRDL1	CHRDL1	91851
ENSG00000165899	OTOGL	OTOGL	283310
ENSG00000101460	MAP1LC3A	MAP1LC3A	84557
ENSG00000155876	RRAGA	RRAGA	10670
ENSG00000112116	IL17F	IL17F	112744
ENSG00000280635	PROP1	PROP1	5626
ENSG00000276833	TAF15	TAF15	8148
ENSG00000103248	MTHFSD	MTHFSD	64779
ENSG00000162385	MAGOH	MAGOH	4116
ENSG00000139644	TMBIM6	TMBIM6	7009
ENSG00000187191	DAZ3	DAZ3	57054
ENSG00000151465	CDC123	CDC123	8872
ENSG00000123200	ZC3H13	ZC3H13	23091
ENSG00000163975	MELTF	MELTF	4241
ENSG00000128394	APOBEC3F	APOBEC3F	200316
ENSG00000256043	CTSO	CTSO	1519
ENSG00000102316	MAGED2	MAGED2	10916
ENSG00000144045	DQX1	DQX1	165545
ENSG00000172524	TRIM40	TRIM40	135644
ENSG00000048707	VPS13D	VPS13D	55187
ENSG00000205927	OLIG2	OLIG2	10215
ENSG00000261390	MAFTRR	MAFTRR	102467146
ENSG00000188039	NWD1	NWD1	284434
ENSG00000108961	RANGRF	RANGRF	29098
ENSG00000137397	TRIM31	TRIM31	11074
ENSG00000112679	DUSP22	DUSP22	56940
ENSG00000224982	TMEM233	TMEM233	387890
ENSG00000178996	SNX18	SNX18	112574
ENSG00000103152	MPG	MPG	4350
ENSG00000277365	NDUFA6	NDUFA6	4700
ENSG00000143627	PKLR	PKLR	5313
ENSG00000134278	SPIRE1	SPIRE1	56907
ENSG00000168209	DDIT4	DDIT4	54541
ENSG00000135824	RGS8	RGS8	85397
ENSG00000135124	P2RX4	P2RX4	5025
ENSG00000107443	CCNJ	CCNJ	54619
ENSG00000145642	FAM159B	FAM159B	100132916
ENSG00000106341	PPP1R17	PPP1R17	10842
ENSG00000136152	COG3	COG3	83548
ENSG00000261247	GOLGA8T	GOLGA8T	653075
ENSG00000261247	GOLGA8T	GOLGA8T	653125
ENSG00000197584	KCNMB2	KCNMB2	10242
ENSG00000175877	TMEM270	TMEM270	135886
ENSG00000065717	TLE2	TLE2	7089
ENSG00000249388		AC023794.2	100240734
ENSG00000125571	IL37	IL37	27178
ENSG00000091651	ORC6	ORC6	23594
ENSG00000168286	THAP11	THAP11	57215
ENSG00000088766	CRLS1	CRLS1	54675
ENSG00000228055	LINC00864	LINC00864	728218
ENSG00000111671	SPSB2	SPSB2	84727
ENSG00000111671	SPSB2	SPSB2	105369632
ENSG00000164896	FASTK	FASTK	10922
ENSG00000221843	C2orf16	C2orf16	84226
ENSG00000101004	NINL	NINL	22981
ENSG00000089022	MAPKAPK5	MAPKAPK5	8550
ENSG00000205457	TP53TG3C	TP53TG3C	653550
ENSG00000205457	TP53TG3C	TP53TG3C	102723655
ENSG00000205457	TP53TG3C	TP53TG3C	102723713
ENSG00000205457	TP53TG3C	TP53TG3C	102724101
ENSG00000205457	TP53TG3C	TP53TG3C	102724127
ENSG00000187715	KBTBD12	KBTBD12	166348
ENSG00000162929	KIAA1841	KIAA1841	84542
ENSG00000166960	CCDC178	CCDC178	374864
ENSG00000123364	HOXC13	HOXC13	3229
ENSG00000243009	RPP21	RPP21	79897
ENSG00000243009	RPP21	RPP21	202658
ENSG00000157823	AP3S2	AP3S2	10239
ENSG00000155115	GTF3C6	GTF3C6	112495
ENSG00000250021	C15orf38-AP3S2	C15orf38-AP3S2	100526783
ENSG00000214193	SH3D21	SH3D21	79729
ENSG00000116670	MAD2L2	MAD2L2	10459
ENSG00000163029	SMC6	SMC6	79677
ENSG00000147889	CDKN2A	CDKN2A	1029
ENSG00000112195	TREML2	TREML2	79865
ENSG00000114520	SNX4	SNX4	8723
ENSG00000219435	CATSPERZ	CATSPERZ	25858
ENSG00000163964	PIGX	PIGX	54965
ENSG00000075856	SART3	SART3	9733
ENSG00000172428	COPS9	COPS9	150678
ENSG00000182504	CEP97	CEP97	79598
ENSG00000071243	ING3	ING3	54556
ENSG00000100121	GGTLC2	GGTLC2	91227
ENSG00000197062	ZSCAN26	ZSCAN26	7741
ENSG00000259429	UBE2Q2P2	UBE2Q2P2	100134869
ENSG00000198642	KLHL9	KLHL9	55958
ENSG00000187778	MCRS1	MCRS1	10445
ENSG00000179913	B3GNT3	B3GNT3	10331
ENSG00000131143	COX4I1	COX4I1	1327
ENSG00000100416	TRMU	TRMU	55687
ENSG00000141504	SAT2	SAT2	112483
ENSG00000197746	PSAP	PSAP	5660
ENSG00000144647	POMGNT2	POMGNT2	84892
ENSG00000163704	PRRT3	PRRT3	285368
ENSG00000278856	KIR3DL1	KIR3DL1	3811
ENSG00000132821	VSTM2L	VSTM2L	128434
ENSG00000128908	INO80	INO80	54617
ENSG00000057704	TMCC3	TMCC3	57458
ENSG00000168824	NSG1	NSG1	27065
ENSG00000143379	SETDB1	SETDB1	9869
ENSG00000276357	KIR3DL2	KIR3DL2	3812
ENSG00000228677	TTC3-AS1	TTC3-AS1	100874006
ENSG00000276512		LILRP2	79166
ENSG00000272620	AFAP1-AS1	AFAP1-AS1	84740
ENSG00000084453	SLCO1A2	SLCO1A2	6579
ENSG00000164938	TP53INP1	TP53INP1	94241
ENSG00000243708	PLA2G4B	PLA2G4B	100137049
ENSG00000204822	MRPL53	MRPL53	116540
ENSG00000188921	HACD4	HACD4	401494
ENSG00000136206	SPDYE1	SPDYE1	285955
ENSG00000132463	GRSF1	GRSF1	2926
ENSG00000235139		AC003984.1	101927378
ENSG00000164172	MOCS2	MOCS2	4338
ENSG00000170162	VGLL2	VGLL2	245806
ENSG00000171953	ATPAF2	ATPAF2	91647
ENSG00000204019	CT83	CT83	203413
ENSG00000128965	CHAC1	CHAC1	79094
ENSG00000273884	LILRA3	LILRA3	11026
ENSG00000261558	LINC01859	LINC01859	101929164
ENSG00000172352	CDY1B	CDY1B	253175
ENSG00000235814	ZNRD1ASP	ZNRD1ASP	80862
ENSG00000224103	HLA-DPA1	HLA-DPA1	3113
ENSG00000135677	GNS	GNS	2799
ENSG00000145220	LYAR	LYAR	55646
ENSG00000186523	FAM86B1	FAM86B1	85002
ENSG00000186523	FAM86B1	FAM86B1	653333
ENSG00000186523	FAM86B1	FAM86B1	100287013
ENSG00000171861	MRM3	MRM3	55178
ENSG00000132972	RNF17	RNF17	56163
ENSG00000248995	LINC02231	LINC02231	109729131
ENSG00000173542	MOB1B	MOB1B	92597
ENSG00000075275	CELSR1	CELSR1	9620
ENSG00000096264	NCR2	NCR2	9436
ENSG00000142606	MMEL1	MMEL1	79258
ENSG00000260492	CISTR	CISTR	102216268
ENSG00000262347	KRTAP1-3	KRTAP1-3	81850
ENSG00000118564	FBXL5	FBXL5	26234
ENSG00000274386	TMEM269	TMEM269	100129924
ENSG00000185475	TMEM179B	TMEM179B	374395
ENSG00000177868	SVBP	SVBP	374969
ENSG00000198915	RASGEF1A	RASGEF1A	221002
ENSG00000148680	HTR7	HTR7	3363
ENSG00000282026	DPY19L2P2	DPY19L2P2	349152
ENSG00000058404	CAMK2B	CAMK2B	816
ENSG00000165182	CXorf58	CXorf58	254158
ENSG00000236373		AL391704.2	101926942
ENSG00000121552	CSTA	CSTA	1475
ENSG00000184831	APOO	APOO	79135
ENSG00000105676	ARMC6	ARMC6	93436
ENSG00000250340	LINC02494	LINC02494	105377671
ENSG00000154928	EPHB1	EPHB1	2047
ENSG00000273498	KIR2DL4	KIR2DL4	3805
ENSG00000089012	SIRPG	SIRPG	55423
ENSG00000275596	KIR2DL5A	KIR2DL5A	57292
ENSG00000169814	BTD	BTD	686
ENSG00000184995	IFNE	IFNE	338376
ENSG00000198959	TGM2	TGM2	7052
ENSG00000147144	CCDC120	CCDC120	90060
ENSG00000237928	NFIA-AS2	NFIA-AS2	100996570
ENSG00000161911	TREML1	TREML1	340205
ENSG00000154582	ELOC	ELOC	6921
ENSG00000120242	IFNA8	IFNA8	3445
ENSG00000185670	ZBTB3	ZBTB3	79842
ENSG00000198822	GRM3	GRM3	2913
ENSG00000184206	GOLGA6L4	GOLGA6L4	643707
ENSG00000119041	GTF3C3	GTF3C3	9330
ENSG00000238197	PAXBP1-AS1	PAXBP1-AS1	100506215
ENSG00000166483	WEE1	WEE1	7465
ENSG00000182083	OR6B2	OR6B2	389090
ENSG00000111971	LY6G5C	LY6G5C	80741
ENSG00000234829	IFNA17	IFNA17	3451
ENSG00000129194	SOX15	SOX15	6665
ENSG00000141655	TNFRSF11A	TNFRSF11A	8792
ENSG00000230082	PRRT3-AS1	PRRT3-AS1	100874032
ENSG00000189350	TOGARAM2	TOGARAM2	165186
ENSG00000103184	SEC14L5	SEC14L5	9717
ENSG00000121351	IAPP	IAPP	3375
ENSG00000129757	CDKN1C	CDKN1C	1028
ENSG00000206504	HCG9	HCG9	10255
ENSG00000064999	ANKS1A	ANKS1A	23294
ENSG00000278545	MARCH8	MARCH8	220972
ENSG00000125356	NDUFA1	NDUFA1	4694
ENSG00000214783	POLR2J4	POLR2J4	84820
ENSG00000232814	COL4A2-AS1	COL4A2-AS1	100874203
ENSG00000102981	PARD6A	PARD6A	50855
ENSG00000242227	HLA-L	HLA-L	3139
ENSG00000171855	IFNB1	IFNB1	3456
ENSG00000185686	PRAME	PRAME	23532
ENSG00000243789	JMJD7	JMJD7	100137047
ENSG00000236759	EHMT2	EHMT2	10919
ENSG00000078967	UBE2D4	UBE2D4	51619
ENSG00000219481	NBPF1	NBPF1	101930059
ENSG00000155111	CDK19	CDK19	23097
ENSG00000174173	TRMT10C	TRMT10C	54931
ENSG00000261615	LINC01858	LINC01858	101929144
ENSG00000049768	FOXP3	FOXP3	50943
ENSG00000187808	SOWAHD	SOWAHD	347454
ENSG00000275430	MUC20	MUC20	200958
ENSG00000163214	DHX57	DHX57	90957
ENSG00000227356	LINC00866	LINC00866	100505561
ENSG00000278427	KIR3DL1	KIR3DL1	3811
ENSG00000122299	ZC3H7A	ZC3H7A	29066
ENSG00000174032	SLC25A30	SLC25A30	253512
ENSG00000185002	RFX6	RFX6	222546
ENSG00000114956	DGUOK	DGUOK	1716
ENSG00000269743	SLC25A53	SLC25A53	401612
ENSG00000162928	PEX13	PEX13	5194
ENSG00000090402	SI	SI	6476
ENSG00000157423	HYDIN	HYDIN	54768
ENSG00000182220	ATP6AP2	ATP6AP2	10159
ENSG00000251443	LINC02160	LINC02160	105374716
ENSG00000248279	LINC02120	LINC02120	340113
ENSG00000116663	FBXO6	FBXO6	26270
ENSG00000143167	GPA33	GPA33	10223
ENSG00000280961	TTTY3B	TTTY3B	474148
ENSG00000198842	DUSP27	DUSP27	92235
ENSG00000007264	MATK	MATK	4145
ENSG00000269226		TMSB15B	286527
ENSG00000101812	H2BFM	H2BFM	286436
ENSG00000107104	KANK1	KANK1	23189
ENSG00000256115	LINC02443	LINC02443	101929584
ENSG00000132423	COQ3	COQ3	51805
ENSG00000196420	S100A5	S100A5	6276
ENSG00000146267	FAXC	FAXC	84553
ENSG00000010438	PRSS3	PRSS3	5646
ENSG00000234380	LINC01426	LINC01426	100506385
ENSG00000282703	GLIS2-AS1	GLIS2-AS1	101926896
ENSG00000169062	UPF3A	UPF3A	65110
ENSG00000022277	RTFDC1	RTFDC1	51507
ENSG00000214946	TBC1D26	TBC1D26	353149
ENSG00000046647	GEMIN8	GEMIN8	54960
ENSG00000241685	ARPC1A	ARPC1A	10552
ENSG00000076984	MAP2K7	MAP2K7	5609
ENSG00000197956	S100A6	S100A6	6277
ENSG00000276286	ADAM2	ADAM2	2515
ENSG00000171017	LRRC8E	LRRC8E	80131
ENSG00000183248	PRR36	PRR36	80164
ENSG00000123066	MED13L	MED13L	23389
ENSG00000182187	CRYGB	CRYGB	1419
ENSG00000117228	GBP1	GBP1	2633
ENSG00000197905	TEAD4	TEAD4	7004
ENSG00000173976	RAX2	RAX2	84839
ENSG00000184402	SS18L1	SS18L1	26039
ENSG00000258136		AC007622.2	101929162
ENSG00000158427	TMSB15B	TMSB15B	286527
ENSG00000013725	CD6	CD6	923
ENSG00000111203	ITFG2	ITFG2	55846
ENSG00000167996	FTH1	FTH1	2495
ENSG00000226757		PP12613	100192379
ENSG00000233573	TRIM31	TRIM31	11074
ENSG00000232510	TRIM31-AS1	TRIM31-AS1	104533120
ENSG00000151065	DCP1B	DCP1B	196513
ENSG00000123570	RAB9B	RAB9B	51209
ENSG00000259431	THTPA	THTPA	79178
ENSG00000008516	MMP25	MMP25	64386
ENSG00000126705	AHDC1	AHDC1	27245
ENSG00000186105	LRRC70	LRRC70	100130733
ENSG00000235132	OR2H1	OR2H1	26716
ENSG00000124374	PAIP2B	PAIP2B	400961
ENSG00000036448	MYOM2	MYOM2	9172
ENSG00000158270	COLEC12	COLEC12	81035
ENSG00000223764		AL645608.1	100130417
ENSG00000262201	LINC02403	LINC02403	105369785
ENSG00000117226	GBP3	GBP3	2635
ENSG00000131149	GSE1	GSE1	23199
ENSG00000272288		AL451165.2	101929243
ENSG00000277753	MUC20	MUC20	200958
ENSG00000153975	ZUFSP	ZUFSP	221302
ENSG00000248871	TNFSF12-TNFSF13	TNFSF12-TNFSF13	407977
ENSG00000163666	HESX1	HESX1	8820
ENSG00000257056	LINC02282	LINC02282	105370424
ENSG00000127412	TRPV5	TRPV5	56302
ENSG00000235022	RNF39	RNF39	80352
